"","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_category","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","observed_status_conflict_flag","prcp_summer","prcp_fall","prcp_winter","prcp_spring","tmin_summer","tmin_fall","tmin_winter","tmin_spring","tmax_summer","tmax_fall","tmax_winter","tmax_spring"
"3649",34037,"ArCC Basin",41.670135,-87.783264,182,"IL",931,"Monarda","fistulosa","wild bergamot","Plantae",206600,516,"Fruits","Fruits",2019,9,16,259,2458743,-9999,2019,9,16,259,2458743,8,"-9999",297.58,262.11,195.68,474.19,17.33,6.61,-6.81,3.31,27.99,15.6,1.42,14.14
"3650",34037,"ArCC Basin",41.670135,-87.783264,182,"IL",931,"Monarda","fistulosa","wild bergamot","Plantae",206601,390,"Fruits","Ripe fruits",2019,9,16,259,2458743,-9999,2019,9,16,259,2458743,8,"-9999",297.58,262.11,195.68,474.19,17.33,6.61,-6.81,3.31,27.99,15.6,1.42,14.14
"3651",34037,"ArCC Basin",41.670135,-87.783264,182,"IL",931,"Monarda","fistulosa","wild bergamot","Plantae",206601,390,"Fruits","Ripe fruits",2019,9,27,270,2458754,3,2019,9,27,270,2458754,5,"-9999",297.58,262.11,195.68,474.19,17.33,6.61,-6.81,3.31,27.99,15.6,1.42,14.14
"3652",34037,"ArCC Basin",41.670135,-87.783264,182,"IL",931,"Monarda","fistulosa","wild bergamot","Plantae",206601,390,"Fruits","Ripe fruits",2019,10,7,280,2458764,5,2019,10,7,280,2458764,4,"-9999",297.58,262.11,195.68,474.19,17.33,6.61,-6.81,3.31,27.99,15.6,1.42,14.14
"3653",34037,"ArCC Basin",41.670135,-87.783264,182,"IL",931,"Monarda","fistulosa","wild bergamot","Plantae",206601,488,"Leaves","Leaves (forbs)",2019,9,16,259,2458743,-9999,2019,10,23,296,2458780,9,"-9999",297.58,262.11,195.68,474.19,17.33,6.61,-6.81,3.31,27.99,15.6,1.42,14.14
"3654",34037,"ArCC Basin",41.670135,-87.783264,182,"IL",931,"Monarda","fistulosa","wild bergamot","Plantae",206601,488,"Leaves","Leaves (forbs)",2019,11,4,308,2458792,3,2019,11,4,308,2458792,-9999,"-9999",297.58,262.11,195.68,474.19,17.33,6.61,-6.81,3.31,27.99,15.6,1.42,14.14
"3655",34037,"ArCC Basin",41.670135,-87.783264,182,"IL",931,"Monarda","fistulosa","wild bergamot","Plantae",206601,504,"Fruits","Recent fruit or seed drop",2019,9,16,259,2458743,-9999,2019,10,18,291,2458775,5,"-9999",297.58,262.11,195.68,474.19,17.33,6.61,-6.81,3.31,27.99,15.6,1.42,14.14
"3656",34037,"ArCC Basin",41.670135,-87.783264,182,"IL",931,"Monarda","fistulosa","wild bergamot","Plantae",206601,504,"Fruits","Recent fruit or seed drop",2019,11,4,308,2458792,3,2019,11,4,308,2458792,-9999,"-9999",297.58,262.11,195.68,474.19,17.33,6.61,-6.81,3.31,27.99,15.6,1.42,14.14
"3657",34037,"ArCC Basin",41.670135,-87.783264,182,"IL",931,"Monarda","fistulosa","wild bergamot","Plantae",206601,516,"Fruits","Fruits",2019,9,16,259,2458743,-9999,2019,9,16,259,2458743,8,"-9999",297.58,262.11,195.68,474.19,17.33,6.61,-6.81,3.31,27.99,15.6,1.42,14.14
"3658",35443,"Christi Fox",44.160179,-103.322754,1088,"SD",203,"Helianthus","annuus","common sunflower","Plantae",206719,488,"Leaves","Leaves (forbs)",2019,9,13,256,2458740,-9999,2019,11,1,305,2458789,31,"-9999",356.67,77.33,53.82,385.43,12.75,1.35,-10.67,-1.35,25.63,14.1,0.78,10.24
"3659",35443,"Christi Fox",44.160179,-103.322754,1088,"SD",203,"Helianthus","annuus","common sunflower","Plantae",206719,500,"Flowers","Flowers or flower buds",2019,9,20,263,2458747,-9999,2019,9,27,270,2458754,7,"-9999",356.67,77.33,53.82,385.43,12.75,1.35,-10.67,-1.35,25.63,14.1,0.78,10.24
"3660",35443,"Christi Fox",44.160179,-103.322754,1088,"SD",203,"Helianthus","annuus","common sunflower","Plantae",206719,501,"Flowers","Open flowers",2019,9,13,256,2458740,-9999,2019,9,27,270,2458754,7,"-9999",356.67,77.33,53.82,385.43,12.75,1.35,-10.67,-1.35,25.63,14.1,0.78,10.24
"3661",34935,"SCAD Back40",32.119324,-81.051506,0,"SC",931,"Monarda","fistulosa","wild bergamot","Plantae",223398,482,"Leaves","Initial growth (forbs)",2019,11,12,316,2458800,-9999,2019,11,12,316,2458800,-9999,"-9999",494.86,268.25,289.64,181.94,22.9,16.59,7.7,14.48,33.16,26.78,18.5,26.59
"3662",34935,"SCAD Back40",32.119324,-81.051506,0,"SC",931,"Monarda","fistulosa","wild bergamot","Plantae",223398,488,"Leaves","Leaves (forbs)",2019,11,12,316,2458800,-9999,2019,11,12,316,2458800,-9999,"-9999",494.86,268.25,289.64,181.94,22.9,16.59,7.7,14.48,33.16,26.78,18.5,26.59
"3663",34935,"SCAD Back40",32.119324,-81.051506,0,"SC",931,"Monarda","fistulosa","wild bergamot","Plantae",223398,500,"Flowers","Flowers or flower buds",2019,11,12,316,2458800,-9999,2019,11,12,316,2458800,-9999,"-9999",494.86,268.25,289.64,181.94,22.9,16.59,7.7,14.48,33.16,26.78,18.5,26.59
"3664",34935,"SCAD Back40",32.119324,-81.051506,0,"SC",931,"Monarda","fistulosa","wild bergamot","Plantae",223398,501,"Flowers","Open flowers",2019,11,12,316,2458800,-9999,2019,11,12,316,2458800,-9999,"-9999",494.86,268.25,289.64,181.94,22.9,16.59,7.7,14.48,33.16,26.78,18.5,26.59
"3665",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,488,"Leaves","Leaves (forbs)",2020,5,3,124,2458973,7,2020,5,3,124,2458973,-9999,"-9999",221.61,377.14,224.59,366.31,15.78,6,-4.07,3.05,28.94,15.45,3.53,14.12
"3666",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,390,"Fruits","Ripe fruits",2020,8,11,224,2459073,3,2020,9,9,253,2459102,2,"-9999",384.87,338.78,618.6,583.38,17.45,7.72,0.27,6.83,29.08,21.99,10.88,19.58
"3667",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,482,"Leaves","Initial growth (forbs)",2020,3,16,76,2458925,1,2020,3,18,78,2458927,3,"-9999",384.87,338.78,618.6,583.38,17.45,7.72,0.27,6.83,29.08,21.99,10.88,19.58
"3668",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,488,"Leaves","Leaves (forbs)",2020,3,18,78,2458927,2,2020,5,21,142,2458991,2,"-9999",384.87,338.78,618.6,583.38,17.45,7.72,0.27,6.83,29.08,21.99,10.88,19.58
"3669",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,488,"Leaves","Leaves (forbs)",2020,5,26,147,2458996,3,2020,8,7,220,2459069,1,"-9999",384.87,338.78,618.6,583.38,17.45,7.72,0.27,6.83,29.08,21.99,10.88,19.58
"3670",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,488,"Leaves","Leaves (forbs)",2020,8,11,224,2459073,3,2020,9,23,267,2459116,5,"-9999",384.87,338.78,618.6,583.38,17.45,7.72,0.27,6.83,29.08,21.99,10.88,19.58
"3671",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,500,"Flowers","Flowers or flower buds",2020,7,15,197,2459046,2,2020,8,7,220,2459069,1,"-9999",384.87,338.78,618.6,583.38,17.45,7.72,0.27,6.83,29.08,21.99,10.88,19.58
"3672",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,500,"Flowers","Flowers or flower buds",2020,8,11,224,2459073,3,2020,8,14,227,2459076,2,"-9999",384.87,338.78,618.6,583.38,17.45,7.72,0.27,6.83,29.08,21.99,10.88,19.58
"3673",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,501,"Flowers","Open flowers",2020,7,23,205,2459054,2,2020,8,7,220,2459069,1,"-9999",384.87,338.78,618.6,583.38,17.45,7.72,0.27,6.83,29.08,21.99,10.88,19.58
"3674",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,501,"Flowers","Open flowers",2020,8,11,224,2459073,3,2020,8,12,225,2459074,2,"-9999",384.87,338.78,618.6,583.38,17.45,7.72,0.27,6.83,29.08,21.99,10.88,19.58
"3675",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,504,"Fruits","Recent fruit or seed drop",2020,8,24,237,2459086,2,2020,9,9,253,2459102,2,"-9999",384.87,338.78,618.6,583.38,17.45,7.72,0.27,6.83,29.08,21.99,10.88,19.58
"3676",2772,"My holler",36.440838,-84.323586,383,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",11968,516,"Fruits","Fruits",2020,8,11,224,2459073,3,2020,9,9,253,2459102,2,"-9999",384.87,338.78,618.6,583.38,17.45,7.72,0.27,6.83,29.08,21.99,10.88,19.58
"3677",8253,"Home",40.672852,-111.969254,1331,"UT",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",23674,482,"Leaves","Initial growth (forbs)",2020,4,21,112,2458961,-9999,2020,4,28,119,2458968,11,"-9999",45.33,103.26,105.87,58.45,17.04,5.17,-2.68,5.98,32.91,17.33,6.05,18.83
"3678",8253,"Home",40.672852,-111.969254,1331,"UT",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",23674,488,"Leaves","Leaves (forbs)",2020,4,21,112,2458961,-9999,2020,9,14,258,2459107,-9999,"-9999",45.33,103.26,105.87,58.45,17.04,5.17,-2.68,5.98,32.91,17.33,6.05,18.83
"3679",8253,"Home",40.672852,-111.969254,1331,"UT",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",23674,500,"Flowers","Flowers or flower buds",2020,9,14,258,2459107,128,2020,9,14,258,2459107,-9999,"-9999",45.33,103.26,105.87,58.45,17.04,5.17,-2.68,5.98,32.91,17.33,6.05,18.83
"3680",8253,"Home",40.672852,-111.969254,1331,"UT",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",23674,501,"Flowers","Open flowers",2020,6,16,168,2459017,38,2020,9,14,258,2459107,-9999,"-9999",45.33,103.26,105.87,58.45,17.04,5.17,-2.68,5.98,32.91,17.33,6.05,18.83
"3681",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,390,"Fruits","Ripe fruits",2020,8,13,226,2459075,7,2020,11,25,330,2459179,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3682",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,482,"Leaves","Initial growth (forbs)",2020,4,30,121,2458970,10,2020,5,7,128,2458977,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3683",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,488,"Leaves","Leaves (forbs)",2020,4,30,121,2458970,-9999,2020,6,11,163,2459012,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3684",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,500,"Flowers","Flowers or flower buds",2020,6,18,170,2459019,7,2020,7,30,212,2459061,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3685",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,501,"Flowers","Open flowers",2020,7,2,184,2459033,7,2020,11,12,317,2459166,7,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3686",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,504,"Fruits","Recent fruit or seed drop",2020,9,10,254,2459103,7,2020,11,25,330,2459179,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3687",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",41715,516,"Fruits","Fruits",2020,7,30,212,2459061,7,2020,11,25,330,2459179,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3688",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",916,"Lobelia","cardinalis","cardinalflower","Plantae",43933,390,"Fruits","Ripe fruits",2020,10,1,275,2459124,7,2020,10,22,296,2459145,14,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3689",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",916,"Lobelia","cardinalis","cardinalflower","Plantae",43933,482,"Leaves","Initial growth (forbs)",2020,3,5,65,2458914,-9999,2020,4,20,111,2458960,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3690",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",916,"Lobelia","cardinalis","cardinalflower","Plantae",43933,488,"Leaves","Leaves (forbs)",2020,4,30,121,2458970,10,2020,6,25,177,2459026,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3691",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",916,"Lobelia","cardinalis","cardinalflower","Plantae",43933,500,"Flowers","Flowers or flower buds",2020,7,9,191,2459040,7,2020,8,27,240,2459089,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3692",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",916,"Lobelia","cardinalis","cardinalflower","Plantae",43933,501,"Flowers","Open flowers",2020,8,6,219,2459068,7,2020,9,17,261,2459110,7,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3693",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",916,"Lobelia","cardinalis","cardinalflower","Plantae",43933,504,"Fruits","Recent fruit or seed drop",2020,10,1,275,2459124,7,2020,10,22,296,2459145,14,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3694",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",916,"Lobelia","cardinalis","cardinalflower","Plantae",43933,516,"Fruits","Fruits",2020,8,27,240,2459089,7,2020,10,22,296,2459145,14,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3695",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,390,"Fruits","Ripe fruits",2020,8,8,221,2459070,5,2020,12,25,360,2459209,-9999,"-9999",352.74,313.45,579.9,483.62,18.81,9.25,1.19,8.04,30.19,22.64,11.67,20.47
"3696",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,482,"Leaves","Initial growth (forbs)",2020,3,7,67,2458916,36,2020,3,7,67,2458916,12,"-9999",352.74,313.45,579.9,483.62,18.81,9.25,1.19,8.04,30.19,22.64,11.67,20.47
"3697",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,488,"Leaves","Leaves (forbs)",2020,3,19,79,2458928,12,2020,10,9,283,2459132,48,"-9999",352.74,313.45,579.9,483.62,18.81,9.25,1.19,8.04,30.19,22.64,11.67,20.47
"3698",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,500,"Flowers","Flowers or flower buds",2020,6,12,164,2459013,6,2020,8,22,235,2459084,14,"-9999",352.74,313.45,579.9,483.62,18.81,9.25,1.19,8.04,30.19,22.64,11.67,20.47
"3699",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,500,"Flowers","Flowers or flower buds",2020,9,26,270,2459119,15,2020,9,26,270,2459119,13,"-9999",352.74,313.45,579.9,483.62,18.81,9.25,1.19,8.04,30.19,22.64,11.67,20.47
"3700",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,501,"Flowers","Open flowers",2020,6,28,180,2459029,7,2020,8,22,235,2459084,14,"-9999",352.74,313.45,579.9,483.62,18.81,9.25,1.19,8.04,30.19,22.64,11.67,20.47
"3701",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,501,"Flowers","Open flowers",2020,9,26,270,2459119,15,2020,9,26,270,2459119,13,"-9999",352.74,313.45,579.9,483.62,18.81,9.25,1.19,8.04,30.19,22.64,11.67,20.47
"3702",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,504,"Fruits","Recent fruit or seed drop",2020,8,22,235,2459084,14,2020,12,25,360,2459209,-9999,"-9999",352.74,313.45,579.9,483.62,18.81,9.25,1.19,8.04,30.19,22.64,11.67,20.47
"3703",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,516,"Fruits","Fruits",2020,8,8,221,2459070,5,2020,10,9,283,2459132,48,"-9999",352.74,313.45,579.9,483.62,18.81,9.25,1.19,8.04,30.19,22.64,11.67,20.47
"3704",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,516,"Fruits","Fruits",2020,12,5,340,2459189,9,2020,12,25,360,2459209,-9999,"-9999",352.74,313.45,579.9,483.62,18.81,9.25,1.19,8.04,30.19,22.64,11.67,20.47
"3705",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,390,"Fruits","Ripe fruits",2020,7,23,205,2459054,-9999,2020,11,25,330,2459179,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3706",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,482,"Leaves","Initial growth (forbs)",2020,3,5,65,2458914,-9999,2020,4,9,100,2458949,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3707",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,488,"Leaves","Leaves (forbs)",2020,3,19,79,2458928,7,2020,6,18,170,2459019,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3708",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,500,"Flowers","Flowers or flower buds",2020,6,25,177,2459026,7,2020,7,30,212,2459061,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3709",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,501,"Flowers","Open flowers",2020,7,16,198,2459047,7,2020,8,6,219,2459068,7,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3710",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,504,"Fruits","Recent fruit or seed drop",2020,7,23,205,2459054,-9999,2020,11,25,330,2459179,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3711",10585,"MG Perennial Demo Garden",41.433689,-81.693153,220,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",85688,516,"Fruits","Fruits",2020,7,23,205,2459054,7,2020,11,25,330,2459179,-9999,"-9999",297.99,177.67,188.28,367.42,17.24,7.7,-2.22,4.42,28.05,17.67,5.24,14.45
"3712",6466,"Brookdale",37.109486,-122.111435,123,"CA",224,"Asclepias","speciosa","showy milkweed","Plantae",90113,482,"Leaves","Initial growth (forbs)",2020,5,2,123,2458972,29,2020,5,2,123,2458972,26,"-9999",0.95,109.53,478.01,202.32,13.21,9.12,5.79,7.91,27.74,25.36,16.85,20.74
"3713",6466,"Brookdale",37.109486,-122.111435,123,"CA",224,"Asclepias","speciosa","showy milkweed","Plantae",90113,488,"Leaves","Leaves (forbs)",2020,5,2,123,2458972,37,2020,5,28,149,2458998,-9999,"-9999",0.95,109.53,478.01,202.32,13.21,9.12,5.79,7.91,27.74,25.36,16.85,20.74
"3714",6466,"Brookdale",37.109486,-122.111435,123,"CA",224,"Asclepias","speciosa","showy milkweed","Plantae",90113,500,"Flowers","Flowers or flower buds",2020,5,28,149,2458998,26,2020,5,28,149,2458998,-9999,"-9999",0.95,109.53,478.01,202.32,13.21,9.12,5.79,7.91,27.74,25.36,16.85,20.74
"3715",21207,"Urban Nature Walk on the Big Walnut Creek Greenbelt",30.410679,-97.709457,213,"TX",203,"Helianthus","annuus","common sunflower","Plantae",91480,482,"Leaves","Initial growth (forbs)",2020,4,27,118,2458967,-9999,2020,4,27,118,2458967,-9999,"-9999",128.89,157.47,169.99,307.92,22.98,14.16,5.18,14.85,35.94,27.83,18.32,26.96
"3716",21207,"Urban Nature Walk on the Big Walnut Creek Greenbelt",30.410679,-97.709457,213,"TX",203,"Helianthus","annuus","common sunflower","Plantae",91480,488,"Leaves","Leaves (forbs)",2020,4,27,118,2458967,-9999,2020,4,27,118,2458967,-9999,"-9999",128.89,157.47,169.99,307.92,22.98,14.16,5.18,14.85,35.94,27.83,18.32,26.96
"3717",21207,"Urban Nature Walk on the Big Walnut Creek Greenbelt",30.410679,-97.709457,213,"TX",203,"Helianthus","annuus","common sunflower","Plantae",91480,500,"Flowers","Flowers or flower buds",2020,4,27,118,2458967,-9999,2020,4,27,118,2458967,-9999,"-9999",128.89,157.47,169.99,307.92,22.98,14.16,5.18,14.85,35.94,27.83,18.32,26.96
"3718",21207,"Urban Nature Walk on the Big Walnut Creek Greenbelt",30.410679,-97.709457,213,"TX",203,"Helianthus","annuus","common sunflower","Plantae",91480,501,"Flowers","Open flowers",2020,4,27,118,2458967,-9999,2020,4,27,118,2458967,-9999,"-9999",128.89,157.47,169.99,307.92,22.98,14.16,5.18,14.85,35.94,27.83,18.32,26.96
"3719",21207,"Urban Nature Walk on the Big Walnut Creek Greenbelt",30.410679,-97.709457,213,"TX",203,"Helianthus","annuus","common sunflower","Plantae",91480,504,"Fruits","Recent fruit or seed drop",2020,4,27,118,2458967,-9999,2020,4,27,118,2458967,-9999,"-9999",128.89,157.47,169.99,307.92,22.98,14.16,5.18,14.85,35.94,27.83,18.32,26.96
"3720",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,390,"Fruits","Ripe fruits",2020,2,4,35,2458884,-9999,2020,3,11,71,2458920,6,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63
"3721",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,390,"Fruits","Ripe fruits",2020,8,24,237,2459086,6,2020,11,21,326,2459175,-9999,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63
"3722",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,482,"Leaves","Initial growth (forbs)",2020,2,4,35,2458884,-9999,2020,2,11,42,2458891,5,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63
"3723",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,482,"Leaves","Initial growth (forbs)",2020,3,26,86,2458935,2,2020,3,26,86,2458935,6,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63
"3724",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,488,"Leaves","Leaves (forbs)",2020,2,4,35,2458884,-9999,2020,2,28,59,2458908,12,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63
"3725",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,488,"Leaves","Leaves (forbs)",2020,5,7,128,2458977,9,2020,7,21,203,2459052,3,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63
"3726",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,488,"Leaves","Leaves (forbs)",2020,7,28,210,2459059,4,2020,9,25,269,2459118,5,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63
"3727",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,488,"Leaves","Leaves (forbs)",2020,10,2,276,2459125,2,2020,10,2,276,2459125,4,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63
"3728",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,488,"Leaves","Leaves (forbs)",2020,10,9,283,2459132,3,2020,10,30,304,2459153,7,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63
"3729",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,488,"Leaves","Leaves (forbs)",2020,11,11,316,2459165,5,2020,11,11,316,2459165,3,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63
"3730",16454,"Vassar College Ecological Preserve",41.667408,-73.895546,41,"NY",931,"Monarda","fistulosa","wild bergamot","Plantae",106175,500,"Flowers","Flowers or flower buds",2020,6,23,175,2459024,5,2020,6,23,175,2459024,10,"-9999",201.85,283.63,245.54,240.17,16.22,5.4,-4.21,3.23,29.77,17.19,5.2,15.63
