"","ind_pp_year","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_category","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","observed_status_conflict_flag","prcp_summer","prcp_fall","prcp_winter","prcp_spring","tmin_summer","tmin_fall","tmin_winter","tmin_spring","tmax_summer","tmax_fall","tmax_winter","tmax_spring","year","peak_onset_doy","peak_end_doy","peak_duration","discontinuous_peak"
"1412","66579_501_2019",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,501,"Flowers","Open flowers",2019,6,17,168,2458652,8,2019,8,11,223,2458707,8,"-9999",462,372,736,333,18.28,10.41,1.12,8.3,29.72,20.92,10.69,21.65,2019,189,223,35,NA
"1413","66579_501_2020",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,501,"Flowers","Open flowers",2020,6,28,180,2459029,7,2020,8,22,235,2459084,14,"-9999",352.74,313.45,579.9,483.62,18.81,9.25,1.19,8.04,30.19,22.64,11.67,20.47,2020,216,235,20,NA
"1414","66579_501_2021",6701,"Home",36.03521,-83.950249,345,"TN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",66579,501,"Flowers","Open flowers",2021,7,4,185,2459400,14,2021,8,9,221,2459436,6,"-9999",423.62,360.05,315.68,349.6,18.7,9.28,-1.53,7.11,29.97,21.88,9.07,21.26,2021,221,221,1,NA
"1415","66920_390_2015",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,390,"Fruits","Ripe fruits",2015,10,9,282,2457305,26,2015,10,25,298,2457321,6,"-9999",293,356,269,269,17.16,7.43,-2.26,8.02,28.59,19.59,9.06,20.68,2015,298,318,21,1
"1416","66920_390_2017",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,390,"Fruits","Ripe fruits",2017,9,24,267,2458021,16,2017,10,7,280,2458034,-9999,"-9999",450,130,275,709,16.88,8.81,1.03,7.92,27.04,22.2,12.47,19.85,2017,280,280,1,NA
"1417","66920_501_2014",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,501,"Flowers","Open flowers",2014,10,13,286,2456944,-9999,2014,10,13,286,2456944,12,"-9999",433,316,438,367,16.55,7.29,-3.04,5.95,27.24,19.16,9.4,19.65,NA,NA,NA,NA,NA
"1418","66920_501_2015",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,501,"Flowers","Open flowers",2015,8,3,215,2457238,1,2015,8,25,237,2457260,5,"-9999",293,356,269,269,17.16,7.43,-2.26,8.02,28.59,19.59,9.06,20.68,2015,237,243,7,1
"1419","66920_501_2017",17405,"Carl Sandburg Home",35.273144,-82.453087,683,"NC",916,"Lobelia","cardinalis","cardinalflower","Plantae",66920,501,"Flowers","Open flowers",2017,7,31,212,2457966,13,2017,9,8,251,2458005,16,"-9999",450,130,275,709,16.88,8.81,1.03,7.92,27.04,22.2,12.47,19.85,2017,212,212,1,NA
"1420","67021_390_2014",17442,"yard#2",40.709988,-81.885353,327,"OH",781,"Acer","saccharinum","silver maple","Plantae",67021,390,"Fruits","Ripe fruits",2014,5,25,145,2456803,4,2014,5,25,145,2456803,11,"-9999",413,256,184,330,14.88,5.03,-9.44,2.23,26.39,16.34,0.31,14.65,2014,145,145,1,NA
"1421","67021_390_2019",17442,"yard#2",40.709988,-81.885353,327,"OH",781,"Acer","saccharinum","silver maple","Plantae",67021,390,"Fruits","Ripe fruits",2019,5,24,144,2458628,8,2019,5,24,144,2458628,4,"-9999",453,394,282,310,16.17,6.84,-5.29,3.73,27.27,15.93,3.47,15.37,NA,NA,NA,NA,NA
"1422","67021_390_2020",17442,"yard#2",40.709988,-81.885353,327,"OH",781,"Acer","saccharinum","silver maple","Plantae",67021,390,"Fruits","Ripe fruits",2020,5,25,146,2458995,4,2020,6,5,157,2459006,12,"-9999",257.72,223.36,233.49,322.28,15.79,5.9,-3.57,3.6,28.64,17.86,5.12,15.2,2020,124,124,1,NA
"1423","67021_390_2021",17442,"yard#2",40.709988,-81.885353,327,"OH",781,"Acer","saccharinum","silver maple","Plantae",67021,390,"Fruits","Ripe fruits",2021,5,20,140,2459355,7,2021,5,20,140,2459355,7,"-9999",362.79,271.5,147.7,247.37,16.64,6.11,-5.35,3.4,27.88,17.54,1.91,16.93,NA,NA,NA,NA,NA
"1424","67021_501_2014",17442,"yard#2",40.709988,-81.885353,327,"OH",781,"Acer","saccharinum","silver maple","Plantae",67021,501,"Flowers","Open flowers",2014,4,8,98,2456756,9,2014,4,12,102,2456760,5,"-9999",413,256,184,330,14.88,5.03,-9.44,2.23,26.39,16.34,0.31,14.65,2014,102,102,1,NA
"1425","67021_501_2019",17442,"yard#2",40.709988,-81.885353,327,"OH",781,"Acer","saccharinum","silver maple","Plantae",67021,501,"Flowers","Open flowers",2019,3,25,84,2458568,3,2019,4,16,106,2458590,2,"-9999",453,394,282,310,16.17,6.84,-5.29,3.73,27.27,15.93,3.47,15.37,2019,100,106,7,NA
"1426","67021_501_2020",17442,"yard#2",40.709988,-81.885353,327,"OH",781,"Acer","saccharinum","silver maple","Plantae",67021,501,"Flowers","Open flowers",2020,3,17,77,2458926,8,2020,4,3,94,2458943,3,"-9999",257.72,223.36,233.49,322.28,15.79,5.9,-3.57,3.6,28.64,17.86,5.12,15.2,2020,80,94,15,NA
"1427","67021_501_2021",17442,"yard#2",40.709988,-81.885353,327,"OH",781,"Acer","saccharinum","silver maple","Plantae",67021,501,"Flowers","Open flowers",2021,3,12,71,2459286,-9999,2021,3,27,86,2459301,3,"-9999",362.79,271.5,147.7,247.37,16.64,6.11,-5.35,3.4,27.88,17.54,1.91,16.93,2021,86,86,1,NA
"1428","67021_501_2022",17442,"yard#2",40.709988,-81.885353,327,"OH",781,"Acer","saccharinum","silver maple","Plantae",67021,501,"Flowers","Open flowers",2022,3,16,75,2459655,2,2022,3,16,75,2459655,-9999,"-9999",323.36,188.88,336.7,291.31,15.8539130434783,7.2910989010989,-6.12744444444444,4.30434782608696,27.4205434782609,18.0923076923077,3.86555555555556,16.2864130434783,NA,NA,NA,NA,NA
"1429","67093_501_2014",17460,"west yard",43.437729,-112.020134,1429,"ID",781,"Acer","saccharinum","silver maple","Plantae",67093,501,"Flowers","Open flowers",2014,4,1,91,2456749,-9999,2014,4,16,106,2456764,3,"-9999",82,83,50,80,10.58,1.81,-9.06,0.96,27.63,15.04,0.41,15.33,2014,96,96,1,NA
"1430","68376_390_2014",8418,"my yard",32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",68376,390,"Fruits","Ripe fruits",2014,8,17,229,2456887,4,2014,8,24,236,2456894,-9999,"-9999",230,480,205,419,21.73,12.95,1.27,10.54,31.88,25.37,13.73,23.29,2014,232,236,5,NA
"1431","68376_501_2014",8418,"my yard",32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",68376,501,"Flowers","Open flowers",2014,6,18,169,2456827,3,2014,8,24,236,2456894,-9999,"-9999",230,480,205,419,21.73,12.95,1.27,10.54,31.88,25.37,13.73,23.29,2014,172,180,9,NA
"1432","69125_390_2014",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,390,"Fruits","Ripe fruits",2014,5,19,139,2456797,4,2014,5,28,148,2456806,123,"-9999",450,168,110,299,16.08,3.77,-18.71,-0.47,26.06,13.93,-7.93,9.96,2014,148,148,1,NA
"1433","69125_390_2015",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,390,"Fruits","Ripe fruits",2015,4,22,112,2457135,1,2015,5,7,127,2457150,130,"-9999",368,145,41,210,15.74,1.95,-12.28,2.19,26.07,12.14,-4.08,13.78,2015,117,127,11,NA
"1434","69125_390_2016",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,390,"Fruits","Ripe fruits",2016,4,24,115,2457503,4,2016,5,22,143,2457531,131,"-9999",524,303,89,218,16.49,6.4,-8.69,3.99,26.96,16.51,-1.31,14.58,2016,115,143,29,1
"1435","69125_390_2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,125,125,1,NA
"1436","69125_390_2019",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,390,"Fruits","Ripe fruits",2019,5,16,136,2458620,7,2019,6,6,157,2458641,112,"-9999",384,326,121,334,15.85,2.95,-13.14,-0.04,26.14,11.49,-4.45,10.72,2019,136,157,22,NA
"1437","69125_390_2020",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,390,"Fruits","Ripe fruits",2020,5,13,134,2458983,3,2020,6,13,165,2459014,94,"-9999",270.43,342.52,89.08,225.22,16.69,3.71,-11.41,2.47,28,11.87,-1.9,13.04,2020,134,134,1,NA
"1438","69125_390_2021",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,390,"Fruits","Ripe fruits",2021,5,25,145,2459360,12,2021,5,25,145,2459360,20,"-9999",253.76,143.9,61.58,224.77,17.09,3.01,-11.65,3.04,29.16,12.96,-3.04,14.46,2021,145,145,1,NA
"1439","69125_390_2022",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,390,"Fruits","Ripe fruits",2022,5,18,138,2459718,4,2022,6,1,152,2459732,23,"-9999",198.06,137.76,73.44,315.34,16.431847826087,5.42164835164835,-15.2773333333333,1.03163043478261,27.7221739130435,16.058021978022,-3.90544444444444,11.2294565217391,2022,138,152,15,NA
"1440","69125_501_2014",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,501,"Flowers","Open flowers",2014,4,19,109,2456767,-9999,2014,5,11,131,2456789,4,"-9999",450,168,110,299,16.08,3.77,-18.71,-0.47,26.06,13.93,-7.93,9.96,2014,109,109,1,NA
"1441","69125_501_2015",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,501,"Flowers","Open flowers",2015,3,17,76,2457099,-9999,2015,4,27,117,2457140,2,"-9999",368,145,41,210,15.74,1.95,-12.28,2.19,26.07,12.14,-4.08,13.78,2015,117,117,1,NA
"1442","69125_501_2016",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,501,"Flowers","Open flowers",2016,3,10,70,2457458,4,2016,4,24,115,2457503,4,"-9999",524,303,89,218,16.49,6.4,-8.69,3.99,26.96,16.51,-1.31,14.58,2016,80,111,32,1
"1443","69125_501_2017",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,501,"Flowers","Open flowers",2017,3,7,66,2457820,-9999,2017,3,7,66,2457820,2,"-9999",345,310,92,277,14.97,6.46,-9.39,2.28,26.23,16.26,-1.08,12.79,2017,90,99,10,NA
"1444","69125_501_2018",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,501,"Flowers","Open flowers",2018,4,28,118,2458237,6,2018,5,5,125,2458244,4,"-9999",386,191,83,180,16.91,4.38,-14.28,0.77,27.27,14.53,-4.47,12.21,2018,120,122,3,NA
"1445","69125_501_2019",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,501,"Flowers","Open flowers",2019,4,4,94,2458578,1,2019,4,28,118,2458602,5,"-9999",384,326,121,334,15.85,2.95,-13.14,-0.04,26.14,11.49,-4.45,10.72,2019,95,95,1,NA
"1446","69125_501_2020",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,501,"Flowers","Open flowers",2020,3,30,90,2458939,3,2020,5,4,125,2458974,4,"-9999",270.43,342.52,89.08,225.22,16.69,3.71,-11.41,2.47,28,11.87,-1.9,13.04,2020,97,118,22,1
"1447","69125_501_2021",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,501,"Flowers","Open flowers",2021,3,22,81,2459296,-9999,2021,4,21,111,2459326,5,"-9999",253.76,143.9,61.58,224.77,17.09,3.01,-11.65,3.04,29.16,12.96,-3.04,14.46,2021,94,104,11,1
"1448","69125_501_2022",17768,"Back Yard",45.031456,-93.175041,280,"MN",781,"Acer","saccharinum","silver maple","Plantae",69125,501,"Flowers","Open flowers",2022,4,11,101,2459681,5,2022,5,9,129,2459709,4,"-9999",198.06,137.76,73.44,315.34,16.431847826087,5.42164835164835,-15.2773333333333,1.03163043478261,27.7221739130435,16.058021978022,-3.90544444444444,11.2294565217391,2022,101,129,29,1
"1449","69505_390_2020",9652,"home",44.768246,-94.155746,25,"MN",781,"Acer","saccharinum","silver maple","Plantae",69505,390,"Fruits","Ripe fruits",2020,5,8,129,2458978,36,2020,6,25,177,2459026,-9999,"-9999",272.46,301.23,76.5,187.85,16.21,2.87,-13.29,1.69,28.04,11.88,-3.04,12.9,NA,NA,NA,NA,NA
"1450","69505_390_2021",9652,"home",44.768246,-94.155746,25,"MN",781,"Acer","saccharinum","silver maple","Plantae",69505,390,"Fruits","Ripe fruits",2021,9,29,272,2459487,10,2021,9,29,272,2459487,27,"-9999",283.05,126.37,47.24,207,16.11,2.23,-12.14,2.34,28.98,12.9,-3.36,14.23,NA,NA,NA,NA,NA
"1451","69505_501_2019",9652,"home",44.768246,-94.155746,25,"MN",781,"Acer","saccharinum","silver maple","Plantae",69505,501,"Flowers","Open flowers",2019,5,14,134,2458618,12,2019,5,14,134,2458618,12,"-9999",355,259,116,326,15.39,1.86,-14.75,-0.63,25.95,11.33,-5.58,9.87,NA,NA,NA,NA,NA
"1452","69505_501_2020",9652,"home",44.768246,-94.155746,25,"MN",781,"Acer","saccharinum","silver maple","Plantae",69505,501,"Flowers","Open flowers",2020,5,8,129,2458978,36,2020,5,8,129,2458978,48,"-9999",272.46,301.23,76.5,187.85,16.21,2.87,-13.29,1.69,28.04,11.88,-3.04,12.9,2020,129,129,1,NA
"1453","71294_390_2014",18150,"OST-back yard",44.759247,-123.232376,101,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",71294,390,"Fruits","Ripe fruits",2014,10,4,277,2456935,19,2014,10,4,277,2456935,14,"-9999",55,295,360,375,11.57,6.45,0.06,5.4,27.92,17.15,7.39,17.53,2014,277,277,1,NA
"1454","71294_501_2014",18150,"OST-back yard",44.759247,-123.232376,101,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",71294,501,"Flowers","Open flowers",2014,7,15,196,2456854,21,2014,7,25,206,2456864,6,"-9999",55,295,360,375,11.57,6.45,0.06,5.4,27.92,17.15,7.39,17.53,2014,196,196,1,NA
"1455","71618_390_2014",18180,"Citra Plant Science REU Foundation Plantings Garden",29.410509,-82.170036,13,"FL",204,"Liatris","aspera","tall blazing star","Plantae",71618,390,"Fruits","Ripe fruits",2014,6,10,161,2456819,-9999,2014,6,10,161,2456819,-9999,"-9999",531,274,424,346,21.8,16.74,7.91,13.65,32.59,28.15,20.87,27.07,2014,161,161,1,NA
"1456","71618_501_2014",18180,"Citra Plant Science REU Foundation Plantings Garden",29.410509,-82.170036,13,"FL",204,"Liatris","aspera","tall blazing star","Plantae",71618,501,"Flowers","Open flowers",2014,6,10,161,2456819,-9999,2014,6,10,161,2456819,-9999,"-9999",531,274,424,346,21.8,16.74,7.91,13.65,32.59,28.15,20.87,27.07,2014,161,161,1,NA
"1457","71619_390_2014",18180,"Citra Plant Science REU Foundation Plantings Garden",29.410509,-82.170036,13,"FL",204,"Liatris","aspera","tall blazing star","Plantae",71619,390,"Fruits","Ripe fruits",2014,6,10,161,2456819,-9999,2014,6,10,161,2456819,-9999,"-9999",531,274,424,346,21.8,16.74,7.91,13.65,32.59,28.15,20.87,27.07,2014,161,161,1,NA
"1458","71619_501_2014",18180,"Citra Plant Science REU Foundation Plantings Garden",29.410509,-82.170036,13,"FL",204,"Liatris","aspera","tall blazing star","Plantae",71619,501,"Flowers","Open flowers",2014,6,10,161,2456819,-9999,2014,6,10,161,2456819,-9999,"-9999",531,274,424,346,21.8,16.74,7.91,13.65,32.59,28.15,20.87,27.07,2014,161,161,1,NA
"1459","72662_501_2014",18400,"Home",39.68478,-83.929649,283,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",72662,501,"Flowers","Open flowers",2014,8,4,216,2456874,-9999,2014,8,4,216,2456874,-9999,"-9999",438,349,267,394,16.3,6.01,-8.37,4,27.32,17.71,1.46,16.52,2014,216,216,1,NA
"1460","73264_390_2016",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,390,"Fruits","Ripe fruits",2016,11,4,309,2457697,2,2016,11,4,309,2457697,6,"-9999",228,238,324,211,19.52,10.33,-0.16,6.78,29.56,20.34,8.32,17.19,2016,316,316,1,NA
"1461","73264_390_2017",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,390,"Fruits","Ripe fruits",2017,10,14,287,2458041,7,2017,11,15,319,2458073,-9999,"-9999",326,370,278,410,18.32,10.28,-0.46,6.16,27.76,19.67,7.19,15.4,2017,293,298,6,NA
"1462","73264_390_2018",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,390,"Fruits","Ripe fruits",2018,10,18,291,2458410,7,2018,11,2,306,2458425,5,"MultiObserver-StatusConflict",479,209,303,385,19.44,10.33,-2.82,5.77,28.76,19.92,5.25,14.92,2018,306,319,14,1
"1463","73264_390_2019",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,390,"Fruits","Ripe fruits",2019,2,28,59,2458543,4,2019,2,28,59,2458543,14,"-9999",379,473,388,425,19.12,10.01,-2.36,6.23,28.71,17.53,5.48,15.39,2019,296,296,1,NA
"1464","73264_390_2021",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,390,"Fruits","Ripe fruits",2021,10,22,295,2459510,7,2021,10,29,302,2459517,5,"-9999",507.09,321.82,291.08,279.83,19.33,9.94,-2.14,6,28.63,19.18,4.79,16.76,2021,318,338,21,1
"1465","73264_390_2022",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,390,"Fruits","Ripe fruits",2022,11,29,333,2459913,9,2022,12,14,348,2459928,-9999,"-9999",277.25,433.9,272.22,357.76,19.3930434782609,10.4806593406593,-2.37188888888889,6.61141304347826,29.4573913043478,19.3686813186813,6.23222222222222,16.5121739130435,2022,333,348,16,NA
"1466","73264_501_2016",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,501,"Flowers","Open flowers",2016,6,17,169,2457557,2,2016,6,17,169,2457557,5,"-9999",228,238,324,211,19.52,10.33,-0.16,6.78,29.56,20.34,8.32,17.19,2016,273,287,15,1
"1467","73264_501_2017",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,501,"Flowers","Open flowers",2017,10,7,280,2458034,23,2017,10,25,298,2458052,6,"-9999",326,370,278,410,18.32,10.28,-0.46,6.16,27.76,19.67,7.19,15.4,2017,280,280,1,NA
"1468","73264_501_2018",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,501,"Flowers","Open flowers",2018,5,25,145,2458264,2,2018,5,25,145,2458264,4,"MultiObserver-StatusConflict",479,209,303,385,19.44,10.33,-2.82,5.77,28.76,19.92,5.25,14.92,2018,291,291,1,NA
"1469","73264_501_2019",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,501,"Flowers","Open flowers",2019,9,19,262,2458746,8,2019,10,18,291,2458775,5,"-9999",379,473,388,425,19.12,10.01,-2.36,6.23,28.71,17.53,5.48,15.39,2019,270,278,9,NA
"1470","73264_501_2021",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,501,"Flowers","Open flowers",2021,7,13,194,2459409,-9999,2021,7,13,194,2459409,3,"-9999",507.09,321.82,291.08,279.83,19.33,9.94,-2.14,6,28.63,19.18,4.79,16.76,2021,194,194,1,NA
"1471","73264_501_2022",18525,"Azalea Garden II",40.86039,-73.878471,26,"NY",207,"Symphyotrichum","ericoides","white heath aster","Plantae",73264,501,"Flowers","Open flowers",2022,10,7,280,2459860,13,2022,10,28,301,2459881,7,"-9999",277.25,433.9,272.22,357.76,19.3930434782609,10.4806593406593,-2.37188888888889,6.61141304347826,29.4573913043478,19.3686813186813,6.23222222222222,16.5121739130435,2022,287,294,8,NA
"1472","73382_390_2014",18536,"Garden Way and Museum Lawn",40.866119,-73.879341,25,"NY",781,"Acer","saccharinum","silver maple","Plantae",73382,390,"Fruits","Ripe fruits",2014,5,22,142,2456800,7,2014,6,4,155,2456813,7,"-9999",301,211,344,431,18.04,8.53,-4.69,4.65,27.82,18.41,3.62,15,NA,NA,NA,NA,NA
"1473","73382_390_2016",18536,"Garden Way and Museum Lawn",40.866119,-73.879341,25,"NY",781,"Acer","saccharinum","silver maple","Plantae",73382,390,"Fruits","Ripe fruits",2016,4,15,106,2457494,7,2016,4,20,111,2457499,2,"MultiObserver-StatusConflict",228,238,324,211,19.52,10.33,-0.16,6.78,29.56,20.34,8.32,17.19,NA,NA,NA,NA,NA
"1474","73382_390_2018",18536,"Garden Way and Museum Lawn",40.866119,-73.879341,25,"NY",781,"Acer","saccharinum","silver maple","Plantae",73382,390,"Fruits","Ripe fruits",2018,5,8,128,2458247,6,2018,5,8,128,2458247,3,"-9999",479,209,303,385,19.44,10.33,-2.82,5.77,28.76,19.92,5.25,14.92,NA,NA,NA,NA,NA
"1475","73382_501_2014",18536,"Garden Way and Museum Lawn",40.866119,-73.879341,25,"NY",781,"Acer","saccharinum","silver maple","Plantae",73382,501,"Flowers","Open flowers",2014,5,2,122,2456780,-9999,2014,5,2,122,2456780,4,"-9999",301,211,344,431,18.04,8.53,-4.69,4.65,27.82,18.41,3.62,15,NA,NA,NA,NA,NA
"1476","73382_501_2015",18536,"Garden Way and Museum Lawn",40.866119,-73.879341,25,"NY",781,"Acer","saccharinum","silver maple","Plantae",73382,501,"Flowers","Open flowers",2015,3,25,84,2457107,-9999,2015,4,10,100,2457123,6,"-9999",253,275,374,217,18.87,9.19,-5.19,5.32,28.65,18.13,2.85,16.05,NA,NA,NA,NA,NA
"1477","73382_501_2016",18536,"Garden Way and Museum Lawn",40.866119,-73.879341,25,"NY",781,"Acer","saccharinum","silver maple","Plantae",73382,501,"Flowers","Open flowers",2016,3,18,78,2457466,-9999,2016,4,8,99,2457487,7,"MultiObserver-StatusConflict",228,238,324,211,19.52,10.33,-0.16,6.78,29.56,20.34,8.32,17.19,NA,NA,NA,NA,NA
"1478","73382_501_2017",18536,"Garden Way and Museum Lawn",40.866119,-73.879341,25,"NY",781,"Acer","saccharinum","silver maple","Plantae",73382,501,"Flowers","Open flowers",2017,3,21,80,2457834,-9999,2017,4,11,101,2457855,8,"-9999",326,370,278,410,18.32,10.28,-0.46,6.16,27.76,19.67,7.19,15.4,NA,NA,NA,NA,NA
"1479","73382_501_2018",18536,"Garden Way and Museum Lawn",40.866119,-73.879341,25,"NY",781,"Acer","saccharinum","silver maple","Plantae",73382,501,"Flowers","Open flowers",2018,3,15,74,2458193,66,2018,3,28,87,2458206,14,"-9999",479,209,303,385,19.44,10.33,-2.82,5.77,28.76,19.92,5.25,14.92,2018,74,74,1,NA
"1480","73382_501_2019",18536,"Garden Way and Museum Lawn",40.866119,-73.879341,25,"NY",781,"Acer","saccharinum","silver maple","Plantae",73382,501,"Flowers","Open flowers",2019,3,13,72,2458556,-9999,2019,4,3,93,2458577,7,"-9999",379,473,388,425,19.12,10.01,-2.36,6.23,28.71,17.53,5.48,15.39,NA,NA,NA,NA,NA
"1481","73382_501_2020",18536,"Garden Way and Museum Lawn",40.866119,-73.879341,25,"NY",781,"Acer","saccharinum","silver maple","Plantae",73382,501,"Flowers","Open flowers",2020,3,12,72,2458921,-9999,2020,3,12,72,2458921,-9999,"-9999",308.47,241.51,309.62,283.41,19.76,9.06,-0.78,6.04,29.38,18.33,6.93,15.55,2020,72,72,1,NA
"1482","73868_390_2014",18208,"Okaloosa County Extension",30.794411,-86.533607,60,"FL",916,"Lobelia","cardinalis","cardinalflower","Plantae",73868,390,"Fruits","Ripe fruits",2014,9,5,248,2456906,-9999,2014,9,8,251,2456909,3,"-9999",227,439,406,786,21.63,14.38,3.91,12.08,32.82,26.26,16.59,24.53,2014,287,316,30,1
"1483","73868_501_2014",18208,"Okaloosa County Extension",30.794411,-86.533607,60,"FL",916,"Lobelia","cardinalis","cardinalflower","Plantae",73868,501,"Flowers","Open flowers",2014,9,5,248,2456906,-9999,2014,9,11,254,2456912,22,"-9999",227,439,406,786,21.63,14.38,3.91,12.08,32.82,26.26,16.59,24.53,2014,248,251,4,NA
"1484","73869_390_2014",18208,"Okaloosa County Extension",30.794411,-86.533607,60,"FL",916,"Lobelia","cardinalis","cardinalflower","Plantae",73869,390,"Fruits","Ripe fruits",2014,10,3,276,2456934,22,2014,10,12,285,2456943,2,"-9999",227,439,406,786,21.63,14.38,3.91,12.08,32.82,26.26,16.59,24.53,2014,278,285,8,NA
"1485","73870_390_2014",18208,"Okaloosa County Extension",30.794411,-86.533607,60,"FL",916,"Lobelia","cardinalis","cardinalflower","Plantae",73870,390,"Fruits","Ripe fruits",2014,9,5,248,2456906,-9999,2014,9,8,251,2456909,3,"-9999",227,439,406,786,21.63,14.38,3.91,12.08,32.82,26.26,16.59,24.53,2014,278,295,18,1
"1486","73870_501_2014",18208,"Okaloosa County Extension",30.794411,-86.533607,60,"FL",916,"Lobelia","cardinalis","cardinalflower","Plantae",73870,501,"Flowers","Open flowers",2014,9,5,248,2456906,-9999,2014,9,11,254,2456912,22,"-9999",227,439,406,786,21.63,14.38,3.91,12.08,32.82,26.26,16.59,24.53,2014,248,251,4,NA
"1487","76548_501_2015",19165,"TC Roberson HS",35.485004,-82.534576,663,"NC",1163,"Salix","gooddingii","Goodding's willow","Plantae",76548,501,"Flowers","Open flowers",2015,4,16,106,2457129,10,2015,4,16,106,2457129,-9999,"-9999",269,351,181,242,16.71,6.7,-3.02,7.34,28.85,19.31,8.6,20.62,NA,NA,NA,NA,NA
"1488","79023_390_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,293,293,1,NA
